group_index,sample_id,label,reason
1,1,0,有殴打毁财行为，经济纠纷证据不足，定罪合法
1,2,0,结伙殴打致二人轻微伤，符合寻衅滋事构成要件
1,3,0,多次堵锁眼喷漆恐吓，属情节严重，定罪适当
1,4,0,受纠集持械打砸财物价值近九千，定罪合法
1,5,0,纠纷调解后上门殴打致轻伤，情节恶劣
1,6,0,持菜刀砍人致二人轻微伤，符合寻衅滋事要件
1,7,2,帮他人纠纷撑场面打砸，事出有因定性存疑
1,8,0,为泄愤扎毁多辆车胎价值超万，情节严重
1,9,0,交通事故纠纷后持械打人致二轻伤，情节恶劣
1,10,0,因停车纠纷纠集人打人致轻伤毁财，定罪合法
1,11,0,酒后无故结伙殴打致三人轻微伤，符合构罪标准
1,12,1,信访诉求合理，多次非访入罪属扩大化
1,13,2,暴力讨债致被害人自杀精神失常，定性存争议
1,14,0,偶发矛盾后加入殴打致二人轻微伤，定罪适当
1,15,0,因商业竞争蒙面持械打人致二轻伤，情节恶劣
1,16,2,前事已协商解决仍报复打人，定性有争议
1,17,0,酒后持菜刀追砍物业人员，属情节恶劣
1,18,2,因通行纠纷报复打人，事出有因定性存疑
1,19,0,无故不满他人声大，持啤酒瓶殴打，情节恶劣
1,20,2,因物流合作纠纷打人，事出有因定性存疑
2,21,0,多次泼洒油漆粪便损毁财物，定罪合法
2,22,0,醉酒损毁不特定多车，符合寻衅滋事构成
2,23,0,随意殴打他人致两轻微伤，定罪无误
2,24,0,长期霸占拉客市场多次辱骂他人，情节恶劣
2,25,0,持械上门斗殴致两人轻微伤，定罪合法
2,26,0,无故持啤酒瓶打人致轻伤，符合寻衅滋事构成
2,27,0,阻扰公务纠集他人殴打执法人员致轻伤
2,28,2,损毁财物价值刚达入罪标准，定性存争议
2,29,0,多次随意殴打他人，情节恶劣，定罪合法
2,30,0,持械殴打他人致两处轻伤，定罪无误
2,31,0,结伙打砸财物数额巨大，符合寻衅滋事构成
2,32,1,因经济纠纷强拿车辆，认定寻衅滋事属扩大化
2,33,0,因琐事结伙殴打他人致两轻微伤，定罪合法
2,34,0,酒后拒付账持刀伤人致轻微伤，定罪无误
2,35,0,聚众互殴致多人轻微伤，符合寻衅滋事构成
2,36,0,多次滋事殴打他人致两轻微伤，定罪合法
2,37,0,阻挠处警引发打砸致人轻伤财物损毁，定罪无误
2,38,1,为垄断市场打人，认定寻衅滋事属扩大化
2,39,2,因对方先动手引发互殴，定性存在争议
2,40,0,酒后损毁多车财物数额巨大，定罪合法
3,41,0,借故生非持刀伤人，定罪符合法律规定
3,42,0,因矛盾持械殴打他人，定罪合规
